Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Date,Journey_Day,Journey_Month,Journey_Weekday,Duration_min,Total_Stops_num,Dep_Hour,Arr_Hour
Jet Airways,12/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5198,2019-04-12,12,4,4,175,0,11,14
IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 19 May,16h 15m,1 stop,No info,7503,2019-05-18,18,5,5,975,1,9,1
GoAir,01/03/2019,Banglore,New Delhi,BLR → GOI → DEL,15:45,20:15,4h 30m,1 stop,No info,12314,2019-03-01,1,3,4,270,1,15,20
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,8372,2019-05-15,15,5,2,375,1,13,19
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14781,2019-05-21,21,5,1,425,1,16,23
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016,2019-06-24,24,6,0,180,0,19,22
IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297,2019-03-12,12,3,1,140,0,7,10
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20 02 May,24h 55m,1 stop,No info,14388,2019-05-01,1,5,2,1495,1,8,9
GoAir,1/06/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,6393,2019-06-01,1,6,5,370,1,7,13
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 10 Jun,12h 55m,1 stop,No info,14939,2019-06-09,9,6,6,775,1,21,10
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,No info,14781,2019-05-21,21,5,1,685,1,8,19
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,14871,2019-03-06,6,3,2,810,1,7,21
SpiceJet,6/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4319,2019-04-06,6,4,5,170,0,9,12
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 16 May,16h 45m,1 stop,No info,13067,2019-05-15,15,5,2,1005,1,17,9
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15 02 Mar,15h 20m,1 stop,No info,26890,2019-03-01,1,3,4,920,1,16,8
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,13:15,6h 15m,1 stop,In-flight meal not included,9134,2019-03-15,15,3,4,375,1,7,13
IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 04 Apr,3h,non-stop,No info,3943,2019-04-03,3,4,2,180,0,21,0
Air India,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,8879,2019-06-24,24,6,0,735,1,7,19
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 25 May,17h 5m,1 stop,No info,14571,2019-05-24,24,5,4,1025,1,18,12
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,09:35,12:10,2h 35m,non-stop,No info,5644,2019-06-15,15,6,5,155,0,9,12
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 10 Jun,22h 10m,1 stop,In-flight meal not included,9663,2019-06-09,9,6,6,1330,1,6,4
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,14571,2019-06-09,9,6,6,570,1,14,23
SpiceJet,9/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 10 Jun,2h 55m,non-stop,No info,3971,2019-06-09,9,6,6,175,0,21,0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,9h 50m,1 stop,No info,17024,2019-03-06,6,3,2,590,1,9,18
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,2019-05-15,15,5,2,150,0,17,19
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 28 May,23h 15m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,1395,1,19,19
Jet Airways,6/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2 stops,No info,13376,2019-06-06,6,6,3,830,2,14,4
Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 16 Jun,15h 10m,2 stops,In-flight meal not included,9905,2019-06-15,15,6,5,910,2,21,12
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,13587,2019-06-15,15,6,5,780,1,8,21
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,7740,2019-06-24,24,6,0,900,1,6,21
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,9794,2019-05-21,21,5,1,395,1,6,12
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,21:20 07 Mar,22h 30m,1 stop,No info,17471,2019-03-06,6,3,2,1350,1,22,21
Jet Airways,9/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,13:45,04:25 10 Mar,14h 40m,2 stops,In-flight meal not included,15129,2019-03-09,9,3,5,880,2,13,4
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 02 May,28h 50m,1 stop,No info,11467,2019-05-01,1,5,2,1730,1,9,14
Air India,12/06/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 13 Jun,24h,1 stop,No info,6528,2019-06-12,12,6,2,1440,1,14,14
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,8266,2019-06-27,27,6,3,705,1,7,19
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,22:20,15h 40m,1 stop,No info,6442,2019-03-06,6,3,2,940,1,6,22
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 13 Jun,13h 45m,1 stop,In-flight meal not included,10262,2019-06-12,12,6,2,825,1,22,12
Jet Airways,1/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,No info,17501,2019-03-01,1,3,4,85,0,7,8
Air India,24/05/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,8273,2019-05-24,24,5,4,165,0,6,8
Air India,21/03/2019,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,19:15 22 Mar,24h 45m,2 stops,No info,10703,2019-03-21,21,3,3,1485,2,18,19
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 16 Jun,15h 30m,1 stop,No info,8510,2019-06-15,15,6,5,930,1,10,1
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,1h 30m,non-stop,No info,2754,2019-03-15,15,3,4,90,0,20,21
IndiGo,18/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227,2019-05-18,18,5,5,90,0,21,22
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 28 Jun,7h 40m,2 stops,No info,18275,2019-06-27,27,6,3,460,2,17,1
SpiceJet,21/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,6356,2019-04-21,21,4,6,270,1,8,13
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,No info,14781,2019-05-15,15,5,2,400,1,14,20
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 28 May,26h 55m,2 stops,In-flight meal not included,13029,2019-05-27,27,5,0,1615,2,9,12
GoAir,1/05/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,4340,2019-05-01,1,5,2,170,0,11,14
Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,17:30,13:45 13 Jun,20h 15m,2 stops,No info,12224,2019-06-12,12,6,2,1215,2,17,13
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 25 May,25h 45m,1 stop,In-flight meal not included,10844,2019-05-24,24,5,4,1545,1,16,18
IndiGo,15/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174,2019-04-15,15,4,0,165,0,9,12
Air India,01/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,17:00,22:55 02 Mar,29h 55m,2 stops,No info,14887,2019-03-01,1,3,4,1795,2,17,22
Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,12853,2019-04-09,9,4,1,615,1,9,19
Air Asia,15/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,2019-05-15,15,5,2,165,0,11,13
GoAir,01/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,11111,2019-03-01,1,3,4,175,0,11,14
Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229,2019-04-01,1,4,0,180,0,17,20
Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030,2019-05-06,6,5,0,180,0,17,20
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 04 Mar,10h 35m,1 stop,No info,14871,2019-03-03,3,3,6,635,1,15,1
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 28 May,8h 40m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,520,1,19,4
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,14533,2019-05-18,18,5,5,465,1,11,19
Air India,6/06/2019,Delhi,Cochin,DEL → BLR → COK,17:40,08:15 07 Jun,14h 35m,1 stop,No info,7258,2019-06-06,6,6,3,875,1,17,8
SpiceJet,1/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4812,2019-04-01,1,4,0,270,1,8,13
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,12384,2019-05-09,9,5,3,690,1,9,21
Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 07 Jun,19h 40m,2 stops,No info,8603,2019-06-06,6,6,3,1180,2,12,7
Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,8603,2019-06-06,6,6,3,435,2,12,19
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,23:25,9h 30m,1 stop,No info,14231,2019-03-24,24,3,6,570,1,13,23
Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 11 May,29h 20m,2 stops,No info,15129,2019-05-09,9,5,3,1760,2,23,4
Air Asia,1/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 02 Jun,10h 25m,1 stop,No info,11410,2019-06-01,1,6,5,625,1,20,7
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,09:25 13 Mar,24h 35m,2 stops,No info,12725,2019-03-12,12,3,1,1475,2,8,9
Jet Airways,9/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 10 Jun,27h,2 stops,No info,13292,2019-06-09,9,6,6,1620,2,9,12
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873,2019-04-24,24,4,2,155,0,6,9
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850,2019-06-15,15,6,5,140,0,7,10
SpiceJet,9/06/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,8479,2019-06-09,9,6,6,435,1,11,18
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1 stop,No info,14151,2019-05-24,24,5,4,840,1,9,23
Air India,24/04/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,5228,2019-04-24,24,4,2,165,0,6,8
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 10 Jun,25h 55m,1 stop,No info,9397,2019-06-09,9,6,6,1555,1,7,9
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995,2019-06-18,18,6,1,85,0,7,8
Air India,1/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 02 Jun,23h 30m,2 stops,No info,10651,2019-06-01,1,6,5,1410,2,19,19
Air Asia,3/04/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282,2019-04-03,3,4,2,170,0,4,7
Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,21:50,13h 30m,2 stops,No info,10697,2019-05-21,21,5,1,810,2,8,21
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 22 May,28h 50m,1 stop,In-flight meal not included,9314,2019-05-21,21,5,1,1730,1,9,14
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540,2019-06-27,27,6,3,145,0,5,7
Air India,12/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 13 Jun,26h 35m,2 stops,No info,9443,2019-06-12,12,6,2,1595,2,16,19
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8h,1 stop,No info,15147,2019-03-06,6,3,2,480,1,7,15
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,8016,2019-06-27,27,6,3,180,0,8,11
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2437,2019-05-24,24,5,4,90,0,21,22
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 28 May,14h 55m,1 stop,No info,6104,2019-05-27,27,5,0,895,1,10,1
SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 07 Jun,1h 30m,non-stop,No check-in baggage included,1965,2019-06-06,6,6,3,90,0,22,0
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408,2019-06-12,12,6,2,480,1,13,21
IndiGo,18/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049,2019-06-18,18,6,1,90,0,6,7
Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016,2019-06-01,1,6,5,180,0,19,22
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1 stop,No info,10197,2019-05-09,9,5,3,720,1,7,19
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 02 May,11h 5m,1 stop,In-flight meal not included,10844,2019-05-01,1,5,2,665,1,21,8
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,19:10 10 Jun,26h 10m,1 stop,No info,12692,2019-06-09,9,6,6,1570,1,17,19
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,14781,2019-05-06,6,5,0,475,1,8,16
GoAir,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 25 May,8h 15m,1 stop,No info,7335,2019-05-24,24,5,4,495,1,23,7
Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229,2019-05-27,27,5,0,180,0,8,11
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,21:10,00:05 28 Mar,2h 55m,non-stop,No info,4353,2019-03-24,24,3,6,175,0,21,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 19 May,12h 15m,1 stop,No info,13941,2019-05-18,18,5,5,735,1,20,8
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,14:25,4h 40m,1 stop,No info,12295,2019-03-12,12,3,1,280,1,9,14
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 28 May,13h 45m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,825,1,22,12
Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1 stop,No info,7927,2019-05-09,9,5,3,930,1,7,22
Air Asia,15/04/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 16 Apr,2h 50m,non-stop,No info,4483,2019-04-15,15,4,0,170,0,23,2
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,18:25,6h 45m,1 stop,No info,19225,2019-03-06,6,3,2,405,1,11,18
GoAir,24/04/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,4692,2019-04-24,24,4,2,370,1,7,13
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,09:30 16 Mar,12h 5m,1 stop,No info,13555,2019-03-18,18,3,0,725,1,21,9
IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 10 Apr,10h 30m,1 stop,No info,6270,2019-04-09,9,4,1,630,1,15,1
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 07 May,21h 25m,1 stop,No info,13584,2019-05-06,6,5,0,1285,1,18,16
Jet Airways,21/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,16:10,18:50 22 Mar,26h 40m,2 stops,No info,13180,2019-03-21,21,3,3,1600,2,16,18
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 13 May,21h 35m,1 stop,No info,14151,2019-05-12,12,5,6,1295,1,20,18
Vistara,12/05/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216,2019-05-12,12,5,6,190,0,6,9
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,18:50,11h 20m,1 stop,No info,15135,2019-03-03,3,3,6,680,1,7,18
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,In-flight meal not included,15136,2019-03-06,6,3,2,570,1,11,21
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262,2019-06-27,27,6,3,1005,1,2,19
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,12384,2019-05-18,18,5,5,750,1,9,22
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,9314,2019-04-01,1,4,0,575,1,9,19
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 07 May,25h,1 stop,In-flight meal not included,9314,2019-05-06,6,5,0,1500,1,17,18
Air India,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,10454,2019-06-01,1,6,5,615,1,9,19
Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,23:00,07:40 19 May,8h 40m,1 stop,No info,8372,2019-05-18,18,5,5,520,1,23,7
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 Mar,8h 40m,1 stop,In-flight meal not included,11848,2019-03-09,9,3,5,520,1,19,4
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6416,2019-06-01,1,6,5,750,1,8,21
IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,3342,2019-04-01,1,4,0,90,0,9,10
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → PNQ → BLR,06:30,07:25 07 Jun,24h 55m,2 stops,In-flight meal not included,10118,2019-06-06,6,6,3,1495,2,6,7
Air India,12/06/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:30 13 Jun,19h 45m,2 stops,No info,14960,2019-06-12,12,6,2,1185,2,16,12
IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818,2019-06-15,15,6,5,665,1,5,16
Air India,12/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510,2019-06-12,12,6,2,150,0,14,16
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20 22 May,26h 50m,1 stop,No info,14388,2019-05-21,21,5,1,1610,1,6,9
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,7038,2019-06-03,3,6,0,455,1,14,22
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,8266,2019-05-09,9,5,3,630,1,8,19
Jet Airways,27/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,19:00 28 Jun,24h 40m,2 stops,No info,14300,2019-06-27,27,6,3,1480,2,18,19
Air India,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 10 May,22h 30m,1 stop,No info,8366,2019-05-09,9,5,3,1350,1,9,7
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,10:25 07 Mar,11h 35m,1 stop,No info,17261,2019-03-06,6,3,2,695,1,22,10
Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 07 Jun,25h 55m,1 stop,No info,8452,2019-06-06,6,6,3,1555,1,7,9
IndiGo,1/04/2019,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,5h 20m,1 stop,No info,8567,2019-04-01,1,4,0,320,1,15,20
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,9646,2019-06-15,15,6,5,925,1,7,22
Air India,9/04/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 10 Apr,21h 15m,2 stops,No info,8341,2019-04-09,9,4,1,1275,2,22,19
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 10 May,25h 30m,1 stop,In-flight meal not included,12373,2019-05-09,9,5,3,1530,1,17,19
SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,2019-06-21,21,6,4,140,0,17,20
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,In-flight meal not included,13994,2019-06-09,9,6,6,395,1,17,23
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4777,2019-03-24,24,3,6,170,0,4,6
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,7038,2019-06-01,1,6,5,455,1,14,22
IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175,2019-04-03,3,4,2,90,0,16,18
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,7408,2019-06-09,9,6,6,660,1,10,21
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 16 Jun,3h,non-stop,No info,3943,2019-06-15,15,6,5,180,0,21,0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 07 Mar,20h 25m,1 stop,No info,15974,2019-03-06,6,3,2,1225,1,8,4
SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873,2019-05-27,27,5,0,155,0,6,9
IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4423,2019-04-15,15,4,0,170,0,10,13
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 28 May,18h 45m,2 stops,No info,15129,2019-05-27,27,5,0,1125,2,9,4
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,21:00,12h 35m,1 stop,No info,8285,2019-03-21,21,3,3,755,1,8,21
Air India,6/06/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100,2019-06-06,6,6,3,80,0,6,7
Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,09:25 02 Mar,24h 35m,2 stops,No info,25430,2019-03-01,1,3,4,1475,2,8,9
SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No check-in baggage included,2385,2019-03-18,18,3,0,80,0,13,14
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,11316,2019-06-06,6,6,3,435,1,10,17
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262,2019-06-15,15,6,5,1005,1,2,19
Air India,24/05/2019,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,13:15,7h 25m,2 stops,No info,7662,2019-05-24,24,5,4,445,2,5,13
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,19:40 25 Mar,26h 45m,1 stop,No info,14231,2019-03-24,24,3,6,1605,1,16,19
IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838,2019-06-09,9,6,6,705,1,9,21
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 16 Jun,21h 40m,2 stops,No info,13376,2019-06-15,15,6,5,1300,2,6,4
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 25 Jun,28h,1 stop,In-flight meal not included,10262,2019-06-24,24,6,0,1680,1,15,19
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8h,1 stop,No info,8574,2019-03-27,27,3,2,480,1,7,15
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 13 Mar,10h 15m,1 stop,In-flight meal not included,7832,2019-03-09,9,3,5,615,1,21,7
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1 stop,No info,12192,2019-06-24,24,6,0,910,1,3,19
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4050,2019-06-15,15,6,5,90,0,10,11
